RESPONSE;CODER;PTYNAME;PTYID;PGID;COUNTRY;CTRYID;YEAR;EUROPARTY;PARTYFAM1;PARTYFAM2;PARTYFAM3;CR2PTYFED;CR9DUESSTATE;CR12MBRNUM;CR13MBRYR;CR14AFFL;CR15AFFLYR;CR16ALLMBR;CR17ALLYR;CR20PPGLDR;CR21ORGLDR;CR22TOPCAND;CR23POLLDR;A4RECPARTYTXT;A5RECPPGTXT;A36MBRSTATE;A47LOWNAME;A67CONOTHER;A77EXCOTHER;A91EXCWOMTXT;A92EXCETHTXT;B2BALLOTTXT;B3CANLAW1TXT;B4CANLAW2TXT;B18CANWOMTXT;B19CANETH;B20CANETHTXT;B21CANRUL1;B22CANRUL2TXT;B23CANRUL3TXT;C11DEPUTY;C12DEPUTYTXT;C21PLTITLE;C30PLAFFLTXT;C58PLVOT2B;C59PLNAME
49;Deschouwer, van Haute;Socialist Party;3002;1378;Belgium;3;2014;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Party shall present lists of candidates in each of the district in which they want to run. These lists composed of full candidates (running for direct election) and of substitute candidates (who would only sit in parliament in case a full candidate resign). In each district, the minimum number of full candidates is 1 and the maximum number equals district magnitude. For the substitute candidates, there is a fixed number of candidates equals to half the number of full candidates (with a minimum of six substitute candidates in districts where DM < 12). Lists shall be endorsed by either three incumbent MPs or by a certain number of voters. The number of signatures required equals 200 in district comprising less than 500,000 inhabitants, 400 in districts between 500,000 and 1 million inhabitants and 500 in districts with more than 1 million inhabitants.;No legal rules.;List shall be composed of half male and half female candidates, with a maximum difference of one for odd lists. Moreover, the first two positions on the list shall be occupied by a male and a female candidate, in the order determined by the party.;Gender quota in electoral rules, but statutes specifically mention that the party has to ensure parity on its lists;2;No rules.;1;No role.;Initiative and formal input: constituency organization is in charge of building the list, in accordance with the directives from national executive and congress;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
50;Deschouwer, van Haute;Christian-Democrat and Flemish;3003;1310;Belgium;3;2010;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;General President (algemeen voorzitte);No role.;-999;Wouter Beke
51;Deschouwer, van Haute;Christian-Democrat and Flemish;3003;1310;Belgium;3;2011;1;1;1;1;1;Not Applicable;66810;2011;-999;-999;66810;2011;Raf Terwingen;Wouter Beke;Not Applicable;Wouter Beke;To be recognized as parties (for public funding): need to create an association of natural persons, with or without legal personality, that participates in elections as planned in the Constitution and that âattempts to influence the will of the people in accordance with its statutes or its programâ. Furthermore, the party needs to be represented either in the House of Representatives or in the Senate by at least 1 directly elected representative. ;ART.11 of internal rules of the House of representatives: to be recognized as legislative party group, parties have to have a minimum of 5 members.;Not Applicable;Gemeentelijke afdeling;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Not Applicable;Not Applicable;-999;Not Applicable
52;Deschouwer, van Haute;Christian-Democrat and Flemish;3003;1310;Belgium;3;2012;1;1;1;1;1;Not Applicable;66031;2012;-999;-999;66031;2012;Raf Terwingen;Wouter Beke;Kris Peeters;Wouter Beke;To be recognized as parties (for public funding): need to create an association of natural persons, with or without legal personality, that participates in elections as planned in the Constitution and that âattempts to influence the will of the people in accordance with its statutes or its programâ. Furthermore, the party needs to be represented either in the House of Representatives or in the Senate by at least 1 directly elected representative. ;ART.11 of internal rules of the House of representatives: to be recognized as legislative party group, parties have to have a minimum of 5 members.;Not Applicable;Gemeentelijke afdeling;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Not Applicable;Not Applicable;-999;Not Applicable
53;Deschouwer, van Haute;Christian-Democrat and Flemish;3003;1310;Belgium;3;2013;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
54;Deschouwer, van Haute;Christian-Democrat and Flemish;3003;1310;Belgium;3;2014;1;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Party shall present lists of candidates in each of the district in which they want to run. These lists composed of full candidates (running for direct election) and of substitute candidates (who would only sit in parliament in case a full candidate resign). In each district, the minimum number of full candidates is 1 and the maximum number equals district magnitude. For the substitute candidates, there is a fixed number of candidates equals to half the number of full candidates (with a minimum of six substitute candidates in districts where DM < 12). Lists shall be endorsed by either three incumbent MPs or by a certain number of voters. The number of signatures required equals 200 in district comprising less than 500,000 inhabitants, 400 in districts between 500,000 and 1 million inhabitants and 500 in districts with more than 1 million inhabitants.;No legal rules.;List shall be composed of half male and half female candidates, with a maximum difference of one for odd lists. Moreover, the first two positions on the list shall be occupied by a male and a female candidate, in the order determined by the party.;Gender quota already in electoral rules, but statutes specifically mention that the party has to ensure gender balance on its lists;1;Statutes mention the necessity to have a balance of all groups in society on the list;1;Formal vote (approval) on the list at the constituency level (via meeting or postal vote);Initiative and Formal input (amendements): constituency and national levels coordinate the building of the list;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
55;Deschouwer, van Haute;Reform Movement;3004;915;Belgium;3;2011;3;3;3;3;4;Not Applicable;29883;2011;-999;-999;29883;2011;Daniel Bacquelaine;Charles Michel;Not Applicable;Not Applicable;To be recognized as parties (for public funding): need to create an association of natural persons, with or without legal personality, that participates in elections as planned in the Constitution and that âattempts to influence the will of the people in accordance with its statutes or its programâ. Furthermore, the party needs to be represented either in the House of Representatives or in the Senate by at least 1 directly elected representative. ;ART.11 of internal rules of the House of representatives: to be recognized as legislative party group, parties have to have a minimum of 5 members.;Not Applicable;Section locale;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;President (Le/la PreÌsident(e));No role.;-999;Charles Michel
56;Deschouwer, van Haute;Reform Movement;3004;915;Belgium;3;2012;3;3;3;3;4;Not Applicable;27004;2012;-999;-999;27004;2012;Daniel Bacquelaine;Charles Michel;Dider Reynders;Not Applicable;To be recognized as parties (for public funding): need to create an association of natural persons, with or without legal personality, that participates in elections as planned in the Constitution and that âattempts to influence the will of the people in accordance with its statutes or its programâ. Furthermore, the party needs to be represented either in the House of Representatives or in the Senate by at least 1 directly elected representative. ;ART.11 of internal rules of the House of representatives: to be recognized as legislative party group, parties have to have a minimum of 5 members.;Not Applicable;Section locale;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Not Applicable;Not Applicable;-999;Not Applicable
57;Deschouwer, van Haute;Reform Movement;3004;915;Belgium;3;2013;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
58;Deschouwer, van Haute;Reform Movement;3004;915;Belgium;3;2014;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Party shall present lists of candidates in each of the district in which they want to run. These lists composed of full candidates (running for direct election) and of substitute candidates (who would only sit in parliament in case a full candidate resign). In each district, the minimum number of full candidates is 1 and the maximum number equals district magnitude. For the substitute candidates, there is a fixed number of candidates equals to half the number of full candidates (with a minimum of six substitute candidates in districts where DM < 12). Lists shall be endorsed by either three incumbent MPs or by a certain number of voters. The number of signatures required equals 200 in district comprising less than 500,000 inhabitants, 400 in districts between 500,000 and 1 million inhabitants and 500 in districts with more than 1 million inhabitants.;No legal rules.;List shall be composed of half male and half female candidates, with a maximum difference of one for odd lists. Moreover, the first two positions on the list shall be occupied by a male and a female candidate, in the order determined by the party.;No rules.;2;No rules.;1;No role.;No role.;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
59;Deschouwer, van Haute;Socialist Party Alternative;3005;1029;Belgium;3;2011;2;2;2;2;5;Not Applicable;48579;2011;-999;-999;48579;2011;Karin Temmerman;Bruno Tobback;Vande Lanotte;Bruno Tobback;To be recognized as parties (for public funding): need to create an association of natural persons, with or without legal personality, that participates in elections as planned in the Constitution and that âattempts to influence the will of the people in accordance with its statutes or its programâ. Furthermore, the party needs to be represented either in the House of Representatives or in the Senate by at least 1 directly elected representative. ;ART.11 of internal rules of the House of representatives: to be recognized as legislative party group, parties have to have a minimum of 5 members.;Not Applicable;Afdeling;Not Applicable;Not Applicable;The highest executive body should consist of men AND women. So it cannot be entirely male or female.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Party President (partijvoorzitter);No role.;-999;Bruno Tobback
60;Deschouwer, van Haute;Socialist Party Alternative;3005;1029;Belgium;3;2012;2;2;2;2;5;Not Applicable;47887;2012;-999;-999;47887;2012;Karin Temmerman;Bruno Tobback;Vande Lanotte;Bruno Tobback;To be recognized as parties (for public funding): need to create an association of natural persons, with or without legal personality, that participates in elections as planned in the Constitution and that âattempts to influence the will of the people in accordance with its statutes or its programâ. Furthermore, the party needs to be represented either in the House of Representatives or in the Senate by at least 1 directly elected representative. ;ART.11 of internal rules of the House of representatives: to be recognized as legislative party group, parties have to have a minimum of 5 members.;Not Applicable;Afdeling;Not Applicable;Not Applicable;The highest executive body should consist of men AND women. So it cannot be entirely male or female.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Not Applicable;Not Applicable;-999;Not Applicable
61;Deschouwer, van Haute;Socialist Party Alternative;3005;1029;Belgium;3;2013;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
62;Deschouwer, van Haute;Socialist Party Alternative;3005;1029;Belgium;3;2014;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Party shall present lists of candidates in each of the district in which they want to run. These lists composed of full candidates (running for direct election) and of substitute candidates (who would only sit in parliament in case a full candidate resign). In each district, the minimum number of full candidates is 1 and the maximum number equals district magnitude. For the substitute candidates, there is a fixed number of candidates equals to half the number of full candidates (with a minimum of six substitute candidates in districts where DM < 12). Lists shall be endorsed by either three incumbent MPs or by a certain number of voters. The number of signatures required equals 200 in district comprising less than 500,000 inhabitants, 400 in districts between 500,000 and 1 million inhabitants and 500 in districts with more than 1 million inhabitants.;No legal rules.;List shall be composed of half male and half female candidates, with a maximum difference of one for odd lists. Moreover, the first two positions on the list shall be occupied by a male and a female candidate, in the order determined by the party.;Gender quota in electoral rules, but statutes specifically mention that the party has to ensure parity on its lists;2;No rules.;1;No role.;Initiative and formal input: executive of the constituency proposes a list, congress approves;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
63;Deschouwer, van Haute;Open Flemish Liberals and Democrats;3006;1110;Belgium;3;2011;3;3;3;3;4;Not Applicable;66211;2011;-999;-999;66211;2011;Patrick Dewael;Alexander De Croo;Not Applicable;Alexander De Croo;To be recognized as parties (for public funding): need to create an association of natural persons, with or without legal personality, that participates in elections as planned in the Constitution and that âattempts to influence the will of the people in accordance with its statutes or its programâ. Furthermore, the party needs to be represented either in the House of Representatives or in the Senate by at least 1 directly elected representative. ;ART.11 of internal rules of the House of representatives: to be recognized as legislative party group, parties have to have a minimum of 5 members.;Not Applicable;Afdeling;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-999;Not Applicable;Party President (partijvoorzitter);No role.;-999;Gwendolyn Rutten
